"","VoterIdent","PrecinctNum","PrecinctSplit","PrecinctName","2025 General Election","2025 Primary Election","2024 General Election","2024 Primary Election","2023 General Election","2023 August Election","PRIMARY_MAY_2023","GENERAL_NOV_2022","AUG PRIMARY ELECTION 2022","PRIMARY_MAY_2022","GENERAL_NOV_2021","PRIMARY_MAY_2021"
"211","002097756",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"212","001934929",101,0,"CINCINNATI 1-A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","002059163",101,0,"CINCINNATI 1-A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P-U"
"214","002065237",101,0,"CINCINNATI 1-A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P-U"
"215","000783861",101,0,"CINCINNATI 1-A",NA,NA,"E-U","P-R","E-U","P-U",NA,"E-U","P-R","P-U","P-U","P-U"
"216","002043785",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,"P-U","P-U",NA,"A-U",NA,NA,NA,NA
"217","001962419",101,0,"CINCINNATI 1-A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","001385774",101,0,"CINCINNATI 1-A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","001523834",101,0,"CINCINNATI 1-A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","250006075",101,0,"CINCINNATI 1-A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","001810693",101,0,"CINCINNATI 1-A",NA,NA,"P-U","P-R",NA,NA,NA,"P-U",NA,NA,NA,"P-U"
"222","002024748",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,NA,NA,NA,"P-U",NA,NA,NA,NA
"223","000888393",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,"P-U",NA,NA,NA,NA,NA,"P-U","P-U"
"224","001088751",101,0,"CINCINNATI 1-A",NA,"P-U","E-U",NA,NA,NA,NA,NA,NA,"P-U","P-U",NA
"225","240031429",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","000806173",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,"P-U","P-U","P-U"
"227","000621427",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,"P-U","P-U","P-U"
"228","000777546",101,0,"CINCINNATI 1-A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","002000790",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","001204128",101,0,"CINCINNATI 1-A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P-U","E-U","P-U"
"231","000039376",101,0,"CINCINNATI 1-A",NA,NA,"E-U","E-R","P-U","P-U",NA,"E-U",NA,"P-U","P-U",NA
"232","002074922",101,0,"CINCINNATI 1-A",NA,NA,"A-U",NA,NA,"P-U",NA,"E-U",NA,"P-U",NA,NA
"233","001328845",101,0,"CINCINNATI 1-A",NA,NA,"E-U","P-R","P-U","P-U",NA,"E-U",NA,NA,"P-U",NA
"234","240006939",101,0,"CINCINNATI 1-A",NA,NA,"A-U","E-R",NA,NA,NA,NA,NA,NA,NA,NA
"235","240078760",101,0,"CINCINNATI 1-A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","002102529",101,0,"CINCINNATI 1-A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","001785092",101,0,"CINCINNATI 1-A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","240077891",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","001384850",101,0,"CINCINNATI 1-A",NA,NA,"P-U","P-R",NA,NA,NA,"P-U",NA,NA,NA,NA
"240","001823975",101,0,"CINCINNATI 1-A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","002057784",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U","P-U"
"242","240041657",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","000933290",101,0,"CINCINNATI 1-A",NA,"P-U","A-U","P-D","P-U","P-U",NA,"A-U","P-D",NA,"P-U","P-U"
"244","001198374",101,0,"CINCINNATI 1-A",NA,"P-U","P-U","P-D","P-U","P-U",NA,"P-U",NA,NA,"P-U","P-U"
"245","001754060",101,0,"CINCINNATI 1-A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","002074988",101,0,"CINCINNATI 1-A",NA,NA,NA,NA,NA,NA,NA,"P-U",NA,NA,NA,NA
"247","001142235",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U",NA
"248","000782192",101,0,"CINCINNATI 1-A",NA,NA,"P-U","P-R","P-U","P-U",NA,"P-U","P-R",NA,NA,NA
"249","002023008",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","001319927",101,0,"CINCINNATI 1-A",NA,NA,"E-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"251","001338692",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,"P-U",NA,NA,"P-U",NA,NA,NA,NA
"252","002097125",101,0,"CINCINNATI 1-A",NA,NA,"A-U",NA,NA,"P-U",NA,NA,NA,NA,NA,NA
"253","001984524",101,0,"CINCINNATI 1-A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","002069641",101,0,"CINCINNATI 1-A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","000645442",101,0,"CINCINNATI 1-A",NA,NA,"A-U",NA,"P-U","P-U",NA,"P-U","P-D",NA,"P-U","P-U"
"256","001688493",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,"P-U","P-U",NA,NA,NA,NA,"P-U",NA
"257","001553527",101,0,"CINCINNATI 1-A",NA,NA,NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"258","001888130",101,0,"CINCINNATI 1-A",NA,"P-U","P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"259","001890882",101,0,"CINCINNATI 1-A",NA,NA,"P-U","P-D","P-U","P-U",NA,"P-U","P-D","P-U","P-U","P-U"
"260","002113351",101,0,"CINCINNATI 1-A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","000854551",101,0,"CINCINNATI 1-A",NA,NA,NA,NA,NA,NA,NA,"P-U",NA,NA,NA,NA
"262","002124919",101,0,"CINCINNATI 1-A",NA,"P-U","P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","001041485",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,"P-U",NA,NA,"P-U",NA,NA,NA,NA
"264","000974874",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"265","001686045",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,"P-U",NA,NA,"P-U",NA,NA,NA,NA
"266","001897952",101,0,"CINCINNATI 1-A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","000300939",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U","P-D",NA,"P-U","P-U"
"268","001880739",101,0,"CINCINNATI 1-A",NA,NA,NA,NA,NA,"P-U",NA,"P-U",NA,NA,"P-U","P-U"
"269","250018981",101,0,"CINCINNATI 1-A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","001578568",101,0,"CINCINNATI 1-A",NA,NA,"P-U","P-R","P-U","P-U",NA,NA,NA,NA,NA,NA
"271","240104984",101,0,"CINCINNATI 1-A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","001947140",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,"P-U","P-U",NA,NA,NA,NA,NA,NA
"273","002051004",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,"P-U",NA,NA,"P-U",NA,NA,NA,"P-U"
"274","001395824",101,0,"CINCINNATI 1-A",NA,"P-U","P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,"P-U"
"275","240044378",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","001385592",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"277","230019244",101,0,"CINCINNATI 1-A",NA,NA,"A-U",NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"278","000809382",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,"P-U",NA,NA,"P-U",NA,NA,"P-U",NA
"279","001935986",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,"P-U","P-U","P-U"
"280","250012354",101,0,"CINCINNATI 1-A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","001929838",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,"P-U","P-U","P-U"
"282","230024156",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","001665870",101,0,"CINCINNATI 1-A",NA,NA,"P-U","P-R","P-U","P-U",NA,"P-U","P-R","P-U","P-U","P-U"
"284","001709730",101,0,"CINCINNATI 1-A",NA,NA,"A-U",NA,NA,NA,NA,"E-U",NA,NA,NA,NA
"285","002116639",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,"P-U",NA,NA,"P-U",NA,NA,NA,NA
"286","002032507",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,NA,NA,NA,"A-U",NA,NA,"P-U",NA
"287","001764923",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","001694602",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,NA,NA,NA,"P-U",NA,NA,"P-U",NA
"289","001451429",101,0,"CINCINNATI 1-A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","001491948",101,0,"CINCINNATI 1-A",NA,"P-U","P-U",NA,"P-U","P-U",NA,NA,NA,NA,NA,NA
"291","001507886",101,0,"CINCINNATI 1-A",NA,"P-U","P-U",NA,"P-U","P-U",NA,"A-U",NA,NA,NA,NA
"292","000892470",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,"P-U","P-U",NA,"E-U",NA,"P-U",NA,NA
"293","000202774",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,"P-U","P-U",NA,"E-U",NA,"P-U",NA,NA
"294","001119947",101,0,"CINCINNATI 1-A",NA,NA,"A-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","002000338",101,0,"CINCINNATI 1-A",NA,NA,"E-U",NA,NA,NA,NA,"P-U",NA,NA,NA,NA
"296","001693993",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,"P-U",NA,NA,"P-U",NA,NA,NA,NA
"297","002052565",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,"P-U",NA,NA,"P-U",NA,NA,NA,NA
"298","001959979",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"299","250005292",101,0,"CINCINNATI 1-A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","001733208",101,0,"CINCINNATI 1-A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","001105971",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U","P-U"
"302","001033929",101,0,"CINCINNATI 1-A",NA,"P-U","P-U","P-R","P-U","P-U",NA,"P-U",NA,"P-U","P-U","P-U"
"303","001264861",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,"P-U",NA,NA,NA,NA,NA,"P-U",NA
"304","002064403",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","001742013",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","002098189",101,0,"CINCINNATI 1-A",NA,"P-U","E-U","P-D","P-U","E-U",NA,"A-U","E-D",NA,NA,NA
"307","001169782",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U",NA
"308","001187463",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"309","250018864",101,0,"CINCINNATI 1-A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","000034676",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U","P-U"
"311","001955560",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,"P-U","P-U",NA,NA,NA,NA,NA,NA
"312","240103380",101,0,"CINCINNATI 1-A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","001614470",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","000099486",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"315","001946497",101,0,"CINCINNATI 1-A",NA,NA,"P-U","P-R","P-U",NA,NA,"P-U",NA,NA,NA,NA
"316","001889854",101,0,"CINCINNATI 1-A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","002102190",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"318","001835550",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,"P-U",NA,NA,NA,NA,NA,"P-U","P-U"
"319","001835534",101,0,"CINCINNATI 1-A",NA,"P-U","P-U","P-R","P-U","P-U",NA,"P-U","P-R","A-U","P-U","P-U"
"320","240059726",101,0,"CINCINNATI 1-A",NA,NA,"E-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","001115745",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,"P-U",NA,NA
"322","001115864",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,"P-U",NA,NA
"323","001516687",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"324","001584813",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"325","001845897",101,0,"CINCINNATI 1-A",NA,NA,"E-U",NA,"E-U","P-U",NA,"P-U","P-R","P-U","P-U",NA
"326","001845896",101,0,"CINCINNATI 1-A",NA,NA,"E-U",NA,"E-U","P-U",NA,"P-U","P-R","P-U","P-U",NA
"327","000619082",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,"P-U",NA,"P-U"
"328","001077833",101,0,"CINCINNATI 1-A",NA,"P-U","P-U","P-R","P-U","P-U",NA,"P-U","P-R","P-U","P-U","P-U"
"329","001932302",101,0,"CINCINNATI 1-A",NA,NA,"A-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","000004861",101,0,"CINCINNATI 1-A",NA,"P-U","P-U","P-R","P-U","P-U",NA,"P-U",NA,"P-U","P-U","P-U"
"331","000794532",101,0,"CINCINNATI 1-A",NA,"P-U","P-U","P-R","P-U","P-U",NA,"P-U",NA,"P-U","P-U","P-U"
"332","000646378",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,"P-U",NA,NA,"P-U",NA,NA,NA,NA
"333","001379953",101,0,"CINCINNATI 1-A",NA,NA,NA,NA,NA,"P-U",NA,NA,NA,NA,NA,NA
"334","001413736",101,0,"CINCINNATI 1-A",NA,NA,"A-U",NA,"P-U","P-U",NA,"A-U",NA,NA,NA,NA
"335","001920734",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","002086147",101,0,"CINCINNATI 1-A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","001920735",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","240100823",101,0,"CINCINNATI 1-A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","240061780",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","001624453",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","001379507",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,NA,NA,NA,"E-U",NA,NA,NA,NA
"342","001767515",101,0,"CINCINNATI 1-A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","001887843",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,"P-U","P-U",NA
"344","000829442",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,"P-U","P-U",NA
"345","000186252",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,NA,"P-U",NA,"P-U",NA,"P-U","P-U",NA
"346","002023204",101,0,"CINCINNATI 1-A",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","001310399",101,0,"CINCINNATI 1-A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","002083488",101,0,"CINCINNATI 1-A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","000365135",101,0,"CINCINNATI 1-A",NA,"P-U","P-U","P-R","P-U","P-U",NA,"P-U","P-R","P-U","P-U","P-U"
"350","001938024",101,0,"CINCINNATI 1-A",NA,NA,"P-U","P-R","P-U",NA,NA,"P-U",NA,NA,NA,NA
"351","001879309",101,0,"CINCINNATI 1-A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","001574522",102,0,"CINCINNATI 1-B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","001786967",102,0,"CINCINNATI 1-B",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","001738509",102,0,"CINCINNATI 1-B",NA,"P-U","P-U",NA,"P-U","P-U",NA,"A-U","P-D","P-U","P-U","P-U"
"355","001814168",102,0,"CINCINNATI 1-B",NA,NA,"P-U",NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"356","001916355",102,0,"CINCINNATI 1-B",NA,"P-U","A-U",NA,"E-U","A-U",NA,"A-U",NA,"A-U","E-U",NA
"357","001919134",102,0,"CINCINNATI 1-B",NA,"A-U","A-U","P-R","E-U","A-U",NA,"A-U",NA,"A-U","E-U","P-U"
"358","001879016",102,0,"CINCINNATI 1-B",NA,NA,"P-U",NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"359","001808787",102,0,"CINCINNATI 1-B",NA,NA,"P-U",NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"360","001385866",102,0,"CINCINNATI 1-B",NA,NA,"E-U",NA,"E-U",NA,NA,"E-U",NA,NA,NA,NA
"361","001556357",102,0,"CINCINNATI 1-B",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","000881177",102,0,"CINCINNATI 1-B",NA,"A-U","A-U","A-D","A-U","A-U",NA,"E-U",NA,"A-U","A-U","A-U"
"363","002063916",102,0,"CINCINNATI 1-B",NA,NA,"P-U",NA,NA,NA,NA,"P-U",NA,NA,NA,NA
"364","001828611",102,0,"CINCINNATI 1-B",NA,"P-U","E-U","P-D","E-U","E-U",NA,"P-U",NA,"A-U","A-U","P-U"
"365","001828612",102,0,"CINCINNATI 1-B",NA,"P-U","E-U","P-D","E-U","E-U",NA,"E-U",NA,"A-U","A-U","P-U"
"366","001197537",102,0,"CINCINNATI 1-B",NA,NA,"E-U","P-R","P-U","P-U",NA,"P-U",NA,"P-U",NA,NA
"367","230018830",102,0,"CINCINNATI 1-B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","001717842",102,0,"CINCINNATI 1-B",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"369","001091599",102,0,"CINCINNATI 1-B",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U",NA
"370","001847671",102,0,"CINCINNATI 1-B",NA,"P-U","P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U","P-U"
"371","001847726",102,0,"CINCINNATI 1-B",NA,"P-U","P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U","P-U"
"372","250010497",102,0,"CINCINNATI 1-B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","002067046",102,0,"CINCINNATI 1-B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","001524201",102,0,"CINCINNATI 1-B",NA,"P-U","E-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U","P-U"
"375","001917366",102,0,"CINCINNATI 1-B",NA,NA,"E-U",NA,"E-U","P-U",NA,"A-U",NA,NA,NA,NA
"376","002023431",102,0,"CINCINNATI 1-B",NA,NA,"P-U",NA,NA,NA,NA,"P-U",NA,NA,NA,NA
"377","001257385",102,0,"CINCINNATI 1-B",NA,"P-U","P-U","P-D","P-U","P-U",NA,"P-U","P-D","P-U","P-U","P-U"
"378","230017251",102,0,"CINCINNATI 1-B",NA,NA,"P-U",NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"379","002073101",102,0,"CINCINNATI 1-B",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","000020041",102,0,"CINCINNATI 1-B",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","001250381",102,0,"CINCINNATI 1-B",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U",NA
"382","001875716",102,0,"CINCINNATI 1-B",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"383","002122466",102,0,"CINCINNATI 1-B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","001882065",102,0,"CINCINNATI 1-B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","000386585",102,0,"CINCINNATI 1-B",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,"P-U"
"386","001492405",102,0,"CINCINNATI 1-B",NA,NA,"E-U",NA,NA,"E-U",NA,"E-U",NA,NA,NA,NA
"387","000802264",102,0,"CINCINNATI 1-B",NA,NA,"E-U",NA,"E-U","P-U",NA,"A-U","P-D","P-U","P-U","A-U"
"388","002037067",102,0,"CINCINNATI 1-B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","001724810",102,0,"CINCINNATI 1-B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","230018357",102,0,"CINCINNATI 1-B",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"391","002082829",102,0,"CINCINNATI 1-B",NA,"P-U","P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"392","001761772",102,0,"CINCINNATI 1-B",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U","P-U"
"393","001607376",102,0,"CINCINNATI 1-B",NA,"P-U","P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U","P-U"
"394","001972939",102,0,"CINCINNATI 1-B",NA,NA,"P-U",NA,"E-U","P-U",NA,"P-U",NA,NA,NA,NA
"395","002057451",102,0,"CINCINNATI 1-B",NA,NA,"A-U",NA,"A-U",NA,NA,"A-U",NA,NA,NA,NA
"396","001554817",102,0,"CINCINNATI 1-B",NA,NA,"A-U",NA,"A-U",NA,NA,"A-U",NA,NA,NA,NA
"397","002042139",102,0,"CINCINNATI 1-B",NA,NA,"E-U",NA,"P-U","P-U",NA,"E-U","P-D","P-U","P-U",NA
"398","001876836",102,0,"CINCINNATI 1-B",NA,NA,"E-U",NA,NA,NA,NA,"E-U",NA,NA,NA,NA
"399","001981286",102,0,"CINCINNATI 1-B",NA,NA,"P-U",NA,NA,NA,NA,"P-U",NA,NA,NA,NA
"400","000544838",102,0,"CINCINNATI 1-B",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,"P-U","P-U",NA
"401","002087876",102,0,"CINCINNATI 1-B",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U",NA
"402","001192917",102,0,"CINCINNATI 1-B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","002120948",102,0,"CINCINNATI 1-B",NA,"P-U","P-U",NA,"P-U","P-U",NA,NA,NA,NA,NA,NA
"404","002120949",102,0,"CINCINNATI 1-B",NA,"P-U","P-U",NA,"P-U","P-U",NA,NA,NA,NA,NA,NA
"405","000888318",102,0,"CINCINNATI 1-B",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,"P-U","P-U",NA
"406","001657661",102,0,"CINCINNATI 1-B",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","001727638",102,0,"CINCINNATI 1-B",NA,"P-U","P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U",NA
"408","001434793",102,0,"CINCINNATI 1-B",NA,"P-U","P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U","P-U"
"409","002092445",102,0,"CINCINNATI 1-B",NA,"P-U","P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"410","001983201",102,0,"CINCINNATI 1-B",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"411","002015154",102,0,"CINCINNATI 1-B",NA,NA,"A-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","001223102",102,0,"CINCINNATI 1-B",NA,"P-U","P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U","P-U"
"413","001882738",102,0,"CINCINNATI 1-B",NA,NA,"A-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","001574025",102,0,"CINCINNATI 1-B",NA,NA,"P-U",NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"415","000405906",102,0,"CINCINNATI 1-B",NA,"P-U","E-U","P-R","P-U","P-U",NA,"P-U","P-R","P-U","P-U","P-U"
"416","000600689",102,0,"CINCINNATI 1-B",NA,"P-U","E-U","P-R","P-U","P-U",NA,"P-U","P-R","P-U","P-U","P-U"
"417","240074300",102,0,"CINCINNATI 1-B",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","001824026",102,0,"CINCINNATI 1-B",NA,"P-U","E-U",NA,"P-U",NA,NA,"P-U","P-D",NA,NA,NA
"419","001669909",102,0,"CINCINNATI 1-B",NA,NA,"P-U","P-D","P-U","P-U",NA,"P-U","E-D",NA,NA,NA
"420","001381476",102,0,"CINCINNATI 1-B",NA,NA,"P-U",NA,"P-U","E-U",NA,"P-U",NA,"P-U","P-U","P-U"
